gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PBANKA_1040300,502.728188771716,-1.9007621602016402,0.21382222964190503,-8.889450659011963,6.1411768138662e-19,1.9471654888573915e-18
PBANKA_1040400,134.63353365825907,-1.4663123300406755,0.31966032676955264,-4.5870951358244705,4.494559010102497e-06,7.7251171229083e-06
PBANKA_1040500,281.1520350618399,-1.434850133346843,0.2317220574802039,-6.192117181030221,5.936139231174686e-10,1.2468315299438749e-09
PBANKA_1040521,400.145814423106,-1.622490639827012,0.21845900310756217,-7.426979967624177,1.1110517918723756e-13,2.76741167520583e-13
PBANKA_1100351,103.84373459071183,-1.286251780738942,0.33688942497448304,-3.818023616610602,0.00013452505040624564,0.0002083882930134076
PBANKA_1100441,920.8462912855499,-2.0923488385662585,0.17742625707234597,-11.79278012787644,4.2526691397450417e-32,2.1144188785630903e-31
PBANKA_1100500,108.37254403379386,-1.5037305953718736,0.40623918651979407,-3.701589224452142,0.0002142532868728203,0.0003276515346946607
PBANKA_1100600,76.42785029536715,-2.192353644874863,0.42214416444395436,-5.193376646015272,2.0651379098168898e-07,3.8296215077180954e-07
PBANKA_1100821,283.64151352526136,-1.5931645520415647,0.2701249329805694,-5.897880415785847,3.68200657925086e-09,7.450887084870202e-09
PBANKA_1101000,3962.1583277751965,-3.0080646221187197,0.14846267264042218,-20.261420386821925,2.8171738857905633e-91,5.329844417749352e-90
PBANKA_1101700,1049.3010564823355,-1.0956167725243027,0.16679035779273998,-6.568825602531277,5.071363752001772e-11,1.1232245348002423e-10
PBANKA_1101800,1133.0820325869674,-2.1450413683117047,0.17511623243205923,-12.249243479720977,1.6957032709593094e-34,8.9132676530711e-34
PBANKA_1101900,1387.3150017526516,-1.1515477545699628,0.16301670788359238,-7.063986075539352,1.6179296475885962e-12,3.817453446350718e-12
PBANKA_1102400,545.2803926912042,-1.3293299108015495,0.22777787219532608,-5.836080116077346,5.344320567671939e-09,1.0696955908689147e-08
PBANKA_1102500,1701.0508227294865,-1.6152302293584921,0.14474958118294082,-11.15879034784283,6.486817470805845e-29,2.870263345207814e-28
PBANKA_1102600,1494.0205929817082,-1.3961388920621933,0.19892325665513058,-7.018479968295776,2.242949049186636e-12,5.256018127101288e-12
PBANKA_1104000,1936.7182050407675,-1.8980714028364634,0.16068109796792446,-11.812661394779372,3.3576209449388963e-32,1.6775065420053942e-31
PBANKA_1104200,6277.7655164793005,-1.0815791312795715,0.13944481773940628,-7.7563236039421755,8.742676970495532e-15,2.3024470670506658e-14
PBANKA_1104700,1980.0715233614148,-1.3596717839027306,0.17507287925337728,-7.766318745091989,8.080006712927068e-15,2.1333870982412873e-14
PBANKA_1105000,4838.478286256476,-1.4317066252324844,0.1014268704729622,-14.115654151176248,3.041801857305134e-45,2.1590499803713405e-44
PBANKA_1105500,2589.7277031215544,-1.1418036598177328,0.16230240781671038,-7.035038328619144,1.992062358497824e-12,4.6787553157598375e-12
PBANKA_1106600,845.2208847786065,-2.151068667109456,0.17278678609371437,-12.449266033241575,1.4113708868827482e-35,7.710100407535693e-35
