gene,ERR022872,ERR022873,ERR022874,ERR022875,ERR022876,ERR022877,ERR022878,ERR022879,ERR022880,ERR022881,ERR022882,ERR022883
gene:Smp_334140,2201,1948,846,1549,3367,4580,3427,11948,9586,7980,8053,8953
gene:Smp_334150,36,4,21,12,80,118,115,1015,713,779,710,685
gene:Smp_334160,86,268,46,10,175,161,95,233,376,386,336,389
gene:Smp_334180,252,184,104,270,472,817,638,1917,2853,2578,2039,2487
gene:Smp_334190,0,71,0,0,0,0,0,3,0,0,0,0
gene:Smp_334200,1759,752,523,1244,2013,3405,2454,5344,4392,4097,3233,3639
gene:Smp_334210,305,312,139,145,407,691,396,853,2787,1947,1770,1938
gene:Smp_334220,67,38,34,102,179,391,201,428,753,758,579,740
gene:Smp_334230,229,155,92,123,336,644,471,605,759,875,692,798
gene:Smp_334240,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_334250,161,146,59,37,181,414,237,923,581,530,367,498
gene:Smp_334260,4485,4273,1893,2936,6450,7372,4742,8678,7019,5810,4956,5526
gene:Smp_334270,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_334280,1250,592,380,905,1567,1909,1643,4331,3849,3580,3353,3255
gene:Smp_334290,1869,1244,948,1572,3406,3126,2020,7526,4925,6108,4096,5101
gene:Smp_334300,2446,3026,1149,1839,4083,5209,3525,4398,3259,3082,2581,2814
gene:Smp_334310,1567,614,492,1635,2088,4824,3168,6458,7962,7308,6822,6951
gene:Smp_334320,6,2,14,10,31,72,46,42,17,12,14,8
gene:Smp_334330,575,601,375,270,1581,1514,973,7118,5800,5224,5912,6415
gene:Smp_334340,1741,668,666,1069,2480,3123,2165,2514,1689,1681,1241,1369
gene:Smp_334350,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_334360,0,0,0,0,1,1,2,0,6,0,4,0
gene:Smp_334370,1346,430,325,1042,1241,2625,1874,3520,3887,3578,3575,3882
gene:Smp_334390,124,56,46,184,187,550,409,197,374,319,254,345
gene:Smp_334400,0,0,0,1,0,0,1,0,1,0,4,0
gene:Smp_334410,1,13,0,2,18,1,2,7,27,32,23,30
gene:Smp_334415,7,10,1,0,4,7,7,13,20,20,18,26
gene:Smp_334420,939,476,311,424,1388,2576,1855,3478,4054,3354,3150,4155
gene:Smp_334430,4314,1359,1176,2065,4320,5201,3293,8338,8748,8605,7820,9246
gene:Smp_334440,2,14,10,0,46,14,14,289,529,466,635,834
gene:Smp_334450,7,28,0,6,9,1,4,0,64,40,43,42
gene:Smp_334460,9,24,5,3,23,75,41,46,40,66,45,99
gene:Smp_334470,1301,224,439,900,1720,1430,1230,1751,4528,3613,3257,3932
gene:Smp_334480,13,22,9,9,41,45,12,207,99,104,157,150
gene:Smp_334490,429,98,198,433,626,1488,1195,511,706,534,527,670
gene:Smp_334500,0,25,1,0,7,27,17,150,608,592,718,823
gene:Smp_334510,3298,5402,2812,2791,11964,7734,4998,42293,32280,28284,24209,27665
gene:Smp_334520,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_334530,944,740,454,601,1616,1779,1906,2808,2583,2947,2495,2522
gene:Smp_334540,66,40,11,101,64,256,194,164,193,239,227,288
gene:Smp_334550,0,3,2,0,11,2,19,29,77,63,71,56
gene:Smp_334555,0,0,0,0,3,2,0,1,0,0,0,0
gene:Smp_334560,0,0,10,0,39,43,22,230,401,653,312,278
gene:Smp_334570,30,57,12,20,48,151,69,57,13,23,44,19
gene:Smp_334580,361,315,189,239,988,1314,789,1905,3463,2726,2699,2824
gene:Smp_334590,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_334600,37,13,11,48,118,142,75,340,376,450,491,477
gene:Smp_334610,63,10,23,40,86,281,222,73,39,53,53,54
gene:Smp_334620,10,1,0,7,5,6,7,20,9,16,18,6
gene:Smp_334630,83,106,32,49,178,219,118,730,341,354,324,374
gene:Smp_334650,14,5,8,1,56,28,28,118,42,39,61,36
gene:Smp_334660,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_334670,54,1,38,20,168,114,87,546,553,378,347,384
gene:Smp_334680,42,19,120,53,419,234,155,11458,19587,22449,21981,20734
gene:Smp_334690,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_334700,0,32,0,0,2,0,0,0,2,0,5,0
gene:Smp_334710,886,607,477,525,1606,2394,1481,2865,3845,3822,3012,3656
gene:Smp_334730,94,8,32,61,189,338,211,692,911,988,1262,1114
gene:Smp_334740,41,88,12,47,47,169,140,135,293,215,134,252
gene:Smp_334750,1315,1352,898,975,3270,2901,2024,6143,5484,6184,5328,5735
gene:Smp_334770,1146,797,580,528,2125,1625,1124,9280,6510,5429,4577,5680
gene:Smp_334780,31,36,30,15,112,95,75,474,664,935,817,938
gene:Smp_334790,0,0,4,0,11,3,16,21,7,5,4,13
gene:Smp_334810,2,4,6,1,17,23,11,15,8,3,2,1
gene:Smp_334820,0,0,4,0,14,0,0,0,4,2,0,0
gene:Smp_334830,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_334850,41,0,23,14,53,95,47,296,438,407,451,459
gene:Smp_334880,478,272,138,260,578,1524,1223,1596,1609,1058,1130,1339
gene:Smp_334890,189,321,76,83,267,455,463,568,610,432,538,474
gene:Smp_334900,0,30,12,0,37,7,3,49,4,9,4,27
gene:Smp_334910,0,0,0,0,4,1,3,3,0,1,2,1
gene:Smp_334920,10,0,17,2,63,13,39,186,17,10,30,25
gene:Smp_334940,6,56,6,8,5,41,29,65,128,75,95,74
gene:Smp_334950,301,440,377,168,1283,382,286,2657,1357,1384,1207,1416
gene:Smp_334970,30,10,19,12,120,100,41,513,247,647,335,412
gene:Smp_334980,12,14,13,8,33,38,52,133,63,121,190,143
gene:Smp_334990,0,2,2,0,0,2,0,16,0,0,6,1
gene:Smp_335010,1102,1004,411,586,1453,1454,882,2451,2958,2250,1933,2219
gene:Smp_335020,27,5,2,42,12,66,76,12,38,28,41,20
gene:Smp_335040,158,198,84,119,341,238,161,2734,1954,1569,1783,1845
gene:Smp_335050,10,297,14,17,73,58,29,178,82,37,30,31
gene:Smp_335080,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335110,25,38,16,15,31,52,22,26,61,56,90,83
gene:Smp_335120,0,48,1,0,7,12,2,17,52,50,52,46
gene:Smp_335130,146,1,202,75,586,365,321,8,0,0,4,0
gene:Smp_335135,127,8,161,73,613,454,279,36,0,0,0,0
gene:Smp_335140,0,0,0,0,8,0,0,16,0,3,0,1
gene:Smp_335150,88,53,6,53,30,361,186,2,18,13,20,32
gene:Smp_335170,18,2,24,4,112,29,34,297,32,41,23,47
gene:Smp_335180,110,13,138,41,487,192,149,4657,2985,1663,1836,2290
gene:Smp_335190,9,327,14,0,32,0,2,13,0,6,3,3
gene:Smp_335200,12,11,14,5,58,58,17,30,111,94,144,116
gene:Smp_335210,4,21,2,9,9,48,36,0,81,65,59,74
gene:Smp_335220,21,31,6,11,27,0,0,0,1,0,1,4
gene:Smp_335280,54,27,14,40,55,88,24,118,33,29,20,37
gene:Smp_335300,368,415,116,265,457,244,182,285,156,136,166,117
gene:Smp_335330,7,4,125,12,392,19,24,291,18,37,136,110
gene:Smp_335340,186,429,98,138,378,526,412,472,417,596,347,475
gene:Smp_335350,2804,3498,1171,1778,3445,4280,3715,5740,2973,3662,2874,3363
gene:Smp_335360,0,0,0,0,1,0,0,0,0,0,0,0
gene:Smp_335370,0,267,0,0,4,2,2,36,48,85,78,72
gene:Smp_335380,8,4,12,14,56,86,63,139,73,103,40,81
gene:Smp_335400,0,2,0,0,0,0,2,1,0,2,3,0
gene:Smp_335410,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335420,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335430,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335440,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335450,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335460,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335470,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335480,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335490,0,0,0,1,0,0,0,0,0,0,0,0
gene:Smp_335500,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335510,0,0,0,0,0,0,0,2,0,0,0,0
gene:Smp_335530,48,143,50,46,263,116,67,910,668,910,723,675
gene:Smp_335540,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_335550,136,0,14,9,46,171,84,73,57,32,40,36
gene:Smp_335560,161,113,16,228,90,266,232,127,70,76,63,90
gene:Smp_335570,525,50,57,255,280,1150,913,355,269,263,168,245
gene:Smp_335590,18,9,6,18,34,35,18,17,23,17,12,8
gene:Smp_335600,67,79,39,14,139,119,73,232,164,180,198,162
gene:Smp_335610,0,0,1,1,6,6,3,4,0,4,0,0
gene:Smp_335620,4672,7025,2004,4299,7621,5675,4299,10259,15121,13917,12165,13887
gene:Smp_335630,5515,8236,4527,1645,15691,12340,9832,15050,9660,12103,10511,11619
gene:Smp_335650,110,66,53,165,276,787,597,628,1015,678,691,810
gene:Smp_335660,537,260,227,298,997,1036,844,2170,1802,1652,1474,1715
gene:Smp_335670,1,0,1,3,11,1,2,4,0,0,3,1
gene:Smp_335675,462,270,173,285,644,2151,1642,194,132,109,149,185
gene:Smp_335690,0,1,0,0,0,0,0,1,0,0,0,0
gene:Smp_335710,0,2,0,0,0,1,0,0,1,0,0,1
gene:Smp_335720,28,115,11,48,12,106,56,4,44,33,12,73
gene:Smp_335730,37,148,12,10,53,29,46,136,75,81,55,54
gene:Smp_335750,778,1356,904,314,3649,1795,1150,13247,3523,3031,2696,2927
gene:Smp_335760,1,2,1,2,4,6,8,2,9,14,9,10
gene:Smp_335770,352,65,57,727,235,1297,790,1270,734,793,660,689
gene:Smp_335780,0,2,0,1,0,0,0,0,0,0,6,0
gene:Smp_335785,10,0,2,0,4,2,3,0,0,1,10,1
gene:Smp_335800,5,1,9,14,26,21,7,87,62,32,32,36
gene:Smp_335820,2,0,0,0,2,24,2,38,44,23,69,76
gene:Smp_335830,56,44,19,28,101,95,103,131,510,406,342,343
gene:Smp_335840,6,0,4,6,10,36,16,0,27,29,49,36
gene:Smp_335850,18,0,1,7,13,8,4,18,58,62,46,52
gene:Smp_335880,3,20,19,2,90,5,5,277,99,46,62,60
gene:Smp_335890,43,81,48,2,206,389,262,1830,1241,983,776,1100
gene:Smp_335900,35,17,11,5,62,28,24,218,925,750,630,673
gene:Smp_335930,0,26,0,0,1,0,0,11,6,6,9,10
gene:Smp_335950,0,4,3,3,7,9,8,18,19,17,11,17
gene:Smp_335960,13,148,2,6,9,9,9,30,29,18,15,29
gene:Smp_335980,175,64,94,120,374,586,443,1040,961,842,727,812
gene:Smp_335990,7953,33605,8631,5381,29765,6324,3980,225030,116472,88490,84918,80237
gene:Smp_336010,44,18,19,32,95,218,144,331,574,306,361,538
gene:Smp_336050,339,179,104,139,419,461,405,720,1629,1516,1488,1551
gene:Smp_336060,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_336070,0,0,0,0,3,15,3,0,20,27,27,19
gene:Smp_336080,25,32,23,21,81,50,21,75,48,92,62,108
gene:Smp_336100,34,987,20,15,53,76,45,176,928,984,651,845
gene:Smp_336110,0,0,0,0,12,6,7,13,26,19,47,32
gene:Smp_336120,0,0,14,1,56,15,26,36,18,66,53,55
gene:Smp_336130,0,2,0,0,0,0,1,0,10,6,2,7
gene:Smp_336140,0,1,0,0,1,0,0,0,1,8,11,4
gene:Smp_336150,15,13,9,0,31,42,13,19,23,16,25,16
gene:Smp_336170,14,15,10,15,89,83,51,160,72,50,44,87
gene:Smp_336180,39,7,9,23,28,65,86,97,125,124,82,108
gene:Smp_336190,0,0,1,0,2,0,1,0,0,0,0,0
gene:Smp_336200,4,0,11,5,51,51,42,0,0,0,0,0
gene:Smp_336210,30,18,59,70,180,216,137,152,125,72,57,78
gene:Smp_336230,13,14,3,7,20,31,23,13,0,1,5,4
gene:Smp_336250,4219,3173,2045,5970,7224,6367,5169,5302,6525,6782,5127,5760
gene:Smp_336270,14,34,10,6,41,42,22,32,89,157,128,107
gene:Smp_336280,567,495,333,457,1463,2731,1769,7771,11768,9601,11778,12531
gene:Smp_336290,0,55,2,0,24,8,9,120,38,18,38,32
gene:Smp_336300,0,0,0,0,0,2,0,0,0,0,0,0
gene:Smp_336310,48,25,8,108,18,195,81,35,94,117,84,106
gene:Smp_336320,17,0,6,0,6,1,0,7,17,12,18,8
gene:Smp_336330,762,711,386,500,1294,1052,675,4059,2821,3046,2901,2764
gene:Smp_336340,20,23,8,216,21,300,216,50,6,11,22,11
gene:Smp_336350,24,48,6,21,23,73,58,23,253,235,181,246
gene:Smp_336360,5747,7999,3276,4463,11164,9048,7101,10459,12988,14112,10170,11446
gene:Smp_336365,60,52,35,41,185,145,81,71,75,70,46,51
gene:Smp_336370,145,183,386,80,1442,366,279,5538,3189,2796,2831,3084
gene:Smp_336380,27,10,18,30,60,46,62,62,56,47,61,63
gene:Smp_336400,0,0,0,0,2,1,1,0,0,0,0,0
gene:Smp_336610,192,32,28,247,137,699,459,163,105,80,73,64
gene:Smp_336620,250,101,89,230,384,488,391,1008,481,531,545,640
gene:Smp_336630,32,79,24,46,130,167,93,1120,694,658,633,665
gene:Smp_336640,1743,1628,856,1057,3090,4080,2790,5574,6568,5310,4647,5635
gene:Smp_336650,503,904,339,482,1660,2373,1410,14230,6335,5165,4031,4792
gene:Smp_336660,343,213,200,349,1002,944,678,3230,3035,2765,2078,2635
gene:Smp_336670,162,46,31,133,80,661,334,15,202,97,100,156
gene:Smp_336680,896,943,540,573,2069,1369,930,3387,4372,4159,3044,3698
gene:Smp_336700,2095,2041,1187,1551,4380,5158,4194,4281,3108,3699,2993,3275
gene:Smp_336710,1861,1473,1251,1733,4607,4755,3006,9259,6124,5908,4239,5397
gene:Smp_336720,74,19,23,42,145,176,143,504,1039,1023,1090,1108
gene:Smp_336730,148,454,122,72,453,512,358,1669,1434,1245,1198,1362
gene:Smp_336740,32,4,16,8,90,94,47,54,523,496,420,533
gene:Smp_336750,38,70,57,20,247,157,73,963,2361,1939,1698,2069
gene:Smp_336770,3271,5483,1056,2310,3667,8159,6307,4606,5732,5626,5519,5982
gene:Smp_336780,3519,403,1308,7430,7338,6777,9407,1784,635,634,1152,980
gene:Smp_336790,1077,573,444,674,1650,2463,1798,3765,2424,2625,2482,3053
gene:Smp_336800,21,20,12,4,32,100,33,239,61,76,71,110
gene:Smp_336830,74,102,27,18,101,71,90,319,663,332,377,562
gene:Smp_336840,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_336850,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_336870,1000,439,541,380,2606,1391,901,6764,4389,3664,3160,3560
gene:Smp_336880,0,44,0,0,4,0,1,0,0,0,2,0
gene:Smp_336900,99,60,16,94,84,118,92,237,184,150,128,144
gene:Smp_336990,0,0,0,0,0,0,1,0,17,25,50,62
gene:Smp_337000,0,2,0,0,0,0,0,0,2,3,0,0
gene:Smp_337010,1357,536,276,708,1220,2415,1802,4614,5488,4868,4433,5251
gene:Smp_337020,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_337030,0,0,0,0,0,0,0,0,2,0,0,0
gene:Smp_337040,703,385,247,537,842,1471,1068,389,1379,1293,1152,1340
gene:Smp_337060,12,37,45,9,205,69,23,927,290,260,251,281
gene:Smp_337070,19,21,13,7,50,41,18,163,89,92,57,88
gene:Smp_337080,8591,3136,3354,8529,13213,22305,15690,23162,22256,16909,14231,17669
gene:Smp_337090,1561,1464,1011,1163,3165,2797,3373,2996,2632,2451,2216,2704
gene:Smp_337100,27,33,45,18,173,101,32,135,99,116,155,139
gene:Smp_337110,5729,2392,2928,4325,12103,11036,8533,25631,21549,16392,14318,16549
gene:Smp_337130,529,527,327,504,1055,2350,1760,2361,2629,2959,3485,3013
gene:Smp_337140,1501,3041,465,1247,1564,2389,1772,2317,3084,2995,2420,2800
gene:Smp_337145,113,198,80,118,373,895,441,1711,1508,1462,1141,1286
gene:Smp_337150,56,132,56,13,254,155,58,879,1309,1703,1242,1543
gene:Smp_337190,1411,518,298,1627,1287,4291,3231,1368,965,856,711,821
gene:Smp_337200,21329,5108,3023,20801,11923,56791,39143,26191,15610,14277,11998,13847
gene:Smp_337210,0,2,3,0,4,3,6,30,4,8,7,17
gene:Smp_337220,6382,95,2094,7331,8257,18575,12584,9813,705,630,387,492
gene:Smp_337230,2,9,6,1,16,45,15,15,17,9,34,10
gene:Smp_337240,87,53,53,58,300,445,343,2194,1526,1620,1277,1479
gene:Smp_337250,1307,22,662,1787,2700,5754,5027,6456,766,574,666,719
gene:Smp_337260,1671,252,622,1395,2569,5071,3768,6050,4144,2982,2463,3031
gene:Smp_337280,10220,4519,2958,10373,11017,25055,16389,30643,14622,11682,10087,11343
gene:Smp_337290,1402,884,476,1237,1957,2791,1989,4298,5214,3936,3275,4097
gene:Smp_337300,19,2,4,19,18,58,58,29,43,39,43,38
gene:Smp_337310,263,6,50,39,146,329,185,1,0,6,0,0
gene:Smp_337320,585,1073,304,349,1077,1120,785,1788,2232,1737,1565,1686
gene:Smp_337330,3281,4407,1800,2761,6430,4126,5016,2643,3165,4235,3797,3441
gene:Smp_337335,4,23,25,6,86,10,13,117,93,66,83,62
gene:Smp_337340,160,160,35,109,240,377,290,115,693,494,541,590
gene:Smp_337350,67,160,16,172,154,406,247,533,1717,1878,2297,2298
gene:Smp_337360,0,0,0,0,2,7,1,8,18,12,6,3
gene:Smp_337370,17,13,5,21,13,71,61,67,130,148,84,155
gene:Smp_337380,2,208,87,37,266,84,60,308,245,247,156,159
gene:Smp_337390,12,48,13,17,120,74,33,1139,605,563,457,627
gene:Smp_337395,855,857,338,496,1007,1854,1129,1357,1233,673,593,877
gene:Smp_337400,769,802,278,486,973,1551,1115,1925,1855,1558,1440,1651
gene:Smp_337410,806,1408,350,553,1216,1736,1282,1467,2095,1593,1396,1519
gene:Smp_337420,368,309,167,225,430,943,906,188,138,163,189,199
gene:Smp_337425,329,298,117,151,480,736,539,684,711,430,420,627
gene:Smp_337430,25,41,7,34,72,123,90,305,237,244,189,221
gene:Smp_337440,7162,1217,5343,4940,24931,30759,20991,67049,30895,25112,18190,22043
gene:Smp_337450,0,0,0,0,0,0,0,0,0,0,0,1
gene:Smp_337460,2230,839,994,1766,3728,4449,3302,9819,11157,8337,6915,8639
gene:Smp_337470,645,766,342,336,1180,987,761,2018,1861,1476,1272,1669
gene:Smp_337480,129,114,56,111,299,698,372,825,1467,1520,1204,1478
gene:Smp_337490,296,156,192,236,676,857,643,1456,2140,1821,1590,1989
gene:Smp_337500,0,0,0,0,0,0,0,0,1,0,0,2
gene:Smp_337510,8,8,83,10,379,7,10,201,15,25,28,19
gene:Smp_337520,36,0,4,9,30,65,34,0,0,3,5,5
gene:Smp_337530,447,438,242,350,940,899,696,1815,1228,798,909,1038
gene:Smp_337540,0,0,0,0,2,3,2,0,76,49,61,36
gene:Smp_337550,787,968,465,584,1423,1021,1066,2006,1884,1219,1121,1493
gene:Smp_337560,838,391,305,567,1274,1837,1231,3006,2956,2596,2166,2316
gene:Smp_337570,224,213,80,140,332,559,315,230,279,260,294,212
gene:Smp_337580,362,509,134,228,541,784,644,1556,1527,1385,1376,1665
gene:Smp_337590,662,1395,395,717,1271,3095,2012,836,1178,1315,934,955
gene:Smp_337610,831,2807,472,653,1626,2837,1893,2541,2750,2331,2034,2583
gene:Smp_337620,1675,1503,913,1111,3270,3598,2204,6903,5835,5496,3924,4662
gene:Smp_337630,638,765,568,600,2071,1690,1207,4024,4920,3980,4424,4776
gene:Smp_337640,0,8,6,0,12,7,8,10,14,11,11,18
gene:Smp_337650,208,30,20,215,60,582,474,57,65,79,77,107
gene:Smp_337660,4047,1113,520,8838,1794,8254,6064,316,217,151,225,143
gene:Smp_337670,0,1,1,7,5,15,3,0,0,0,0,2
gene:Smp_337730,0,6,0,0,0,0,0,0,0,6,0,1
gene:Smp_337740,225,48,61,394,177,406,235,17,38,17,15,33
gene:Smp_337750,579,540,525,538,1908,1894,1351,3189,2318,1922,1691,1766
gene:Smp_337760,849,2066,420,1161,1508,1447,831,2403,2022,2183,1786,2030
gene:Smp_337770,628,813,196,184,564,377,546,610,304,157,273,316
gene:Smp_337780,115,224,87,110,316,272,204,275,454,444,276,438
gene:Smp_337785,82,56,36,44,173,262,154,306,453,300,234,317
gene:Smp_337790,235,179,46,215,194,426,366,1484,1131,1021,1073,1053
gene:Smp_337795,1173,2014,694,681,2483,1875,1532,1636,2580,3171,2627,2785
gene:Smp_337800,1383,1543,595,860,1686,3252,2500,2620,2553,2595,2379,2852
gene:Smp_337805,782,1285,371,1274,1378,1702,1418,1507,1892,1945,1148,1475
gene:Smp_337810,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_337820,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_337830,279,337,183,137,660,850,482,1834,2177,1668,1577,1896
gene:Smp_337850,949,683,210,648,844,1504,1169,2468,3491,2203,2247,2698
gene:Smp_337860,341,637,214,230,1048,872,609,3083,4244,3967,3234,3923
gene:Smp_337870,590,408,171,331,595,892,607,1072,1979,2035,1517,1840
gene:Smp_337875,100,164,40,91,138,227,148,471,628,659,581,563
gene:Smp_337880,0,0,0,2,6,1,0,0,0,0,0,0
gene:Smp_337890,13,2,12,21,63,38,10,75,71,141,60,63
gene:Smp_337900,269,4,92,243,327,39,14,123,63,81,61,50
gene:Smp_340010,0,65,0,0,2,2,0,0,0,0,0,0
gene:Smp_340020,439,429,86,145,428,783,486,1565,1427,1991,2168,2006
gene:Smp_340030,1587,1477,818,759,3000,3154,2306,5903,3269,3949,2947,3301
gene:Smp_340040,0,3,0,0,6,2,6,0,0,2,6,4
gene:Smp_340050,857,822,315,472,1280,2238,1545,3649,3834,3547,3401,4062
gene:Smp_340060,22,3591,21,19,88,140,72,1502,24271,18189,8731,11579
gene:Smp_340070,904,835,570,935,2029,2283,1638,2569,1518,1401,1163,1296
gene:Smp_340080,71,4,40,4,239,205,119,924,1103,913,861,988
gene:Smp_340090,425,653,237,264,989,935,705,1098,1749,1631,1098,1618
gene:Smp_340100,1248,202,414,933,1459,3650,2435,3025,2355,1520,1683,1948
gene:Smp_340110,1826,647,557,751,1960,4442,3040,6174,6292,4322,4737,5853
gene:Smp_340120,192,408,112,127,403,635,420,991,1488,1339,1369,1375
gene:Smp_340130,6416,3443,1456,6971,5878,9801,8123,14210,11064,7849,7746,8694
gene:Smp_340140,0,5,2,0,7,18,11,17,17,10,25,40
gene:Smp_340150,1139,507,439,2655,1548,4200,3367,2459,1395,2483,2100,2445
gene:Smp_340160,0,0,0,0,3,0,7,36,68,78,171,122
gene:Smp_340170,1366,406,209,1810,942,3071,2287,2563,3119,2359,2042,2543
gene:Smp_340180,1,9,9,19,26,31,52,6,2,9,5,5
gene:Smp_340190,434,867,272,158,823,655,439,2734,4601,3554,4754,4763
gene:Smp_340200,17,45,32,13,102,40,26,826,624,543,427,556
gene:Smp_340210,356,123,333,137,1846,1035,675,8478,8009,6974,7770,8905
gene:Smp_340220,26,74,12,0,46,32,26,349,423,217,186,212
gene:Smp_340230,7071,5058,3119,6505,11341,12562,8826,11061,6610,7525,5671,6633
gene:Smp_340240,3101,1850,1114,2331,4604,6230,4322,11037,13043,11150,8614,10330
gene:Smp_340250,437,767,220,336,666,1155,846,967,1409,1194,1143,1286
gene:Smp_340260,4782,3064,2784,4503,9829,12716,8787,17466,14134,13002,10469,11464
gene:Smp_340265,973,876,697,756,2566,3852,2406,5965,3799,2985,2551,3122
gene:Smp_340270,43,113,59,46,242,87,75,288,130,130,96,100
gene:Smp_340280,79,12,44,27,257,162,115,723,428,367,286,346
gene:Smp_340290,13083,4144,4323,9575,14865,23727,16221,32681,28360,20668,18385,21048
gene:Smp_340300,2977,1311,755,1874,2748,5289,3662,4918,2398,2252,1727,1954
gene:Smp_340310,1794,1671,373,1741,1567,4633,3025,5177,5409,3972,4925,5182
gene:Smp_340320,294,108,107,336,387,789,567,1114,776,659,614,675
gene:Smp_340330,0,0,3,0,3,10,2,0,0,0,0,0
gene:Smp_340340,65,34,40,66,203,185,168,1679,774,793,1052,992
gene:Smp_340350,256,102,143,146,468,664,557,1192,716,888,762,741
gene:Smp_340360,22782,5392,6639,11934,22731,32963,24004,57948,24159,23083,17274,19710
gene:Smp_340370,2727,2144,1528,2088,5313,5598,3631,8121,9483,8802,6748,8060
gene:Smp_340380,7393,3751,1771,7760,6025,13863,10524,12352,13888,12466,9947,11575
gene:Smp_340390,358,243,93,349,262,496,392,519,446,483,530,535
gene:Smp_340400,0,0,5,2,22,11,16,99,48,41,64,37
gene:Smp_340410,1968,2021,1088,1113,4264,4359,3033,10763,7118,7341,5718,5943
gene:Smp_340420,3089,4230,1022,1206,3281,4435,3795,1608,2550,2612,1963,3103
gene:Smp_340430,1220,1654,387,742,1207,2858,2070,1479,2018,1679,1514,1845
gene:Smp_340440,98,295,85,81,303,331,224,212,361,464,357,446
gene:Smp_340450,1209,1511,666,721,2485,2631,1903,4709,3945,3283,2794,3250
gene:Smp_340460,0,7,3,2,2,43,13,20,7,2,22,6
gene:Smp_340470,522,442,289,276,1227,1150,822,2089,2235,1922,1613,2120
gene:Smp_340480,546,78,532,164,2494,2546,1918,6748,2861,2723,1857,2611
gene:Smp_340490,120,435,161,66,556,391,226,849,254,218,209,190
gene:Smp_340500,1864,1098,808,1234,2911,3349,2242,7632,5750,4206,3916,4673
gene:Smp_340510,1369,1594,618,783,2185,3779,2709,3064,2857,2615,2207,2430
gene:Smp_340520,603,834,241,577,831,1654,1080,1528,3103,2969,2333,2811
gene:Smp_340530,20,18,6,23,41,77,55,170,1049,962,1247,1225
gene:Smp_340540,66,56,58,95,366,285,170,2078,671,603,661,711
gene:Smp_340550,0,0,0,0,8,1,3,33,19,24,7,8
gene:Smp_340560,9,6,0,0,0,14,5,0,19,0,1,0
gene:Smp_340570,71,44,43,10,230,264,182,209,160,307,347,369
gene:Smp_340580,344,256,113,194,408,944,604,751,1195,553,632,862
gene:Smp_340590,2249,1198,656,1417,2340,6267,4457,6022,4766,5147,4813,4986
gene:Smp_340600,1388,1256,710,954,2371,3623,2249,4193,6411,4819,4736,5504
gene:Smp_340610,6,15,3,16,44,39,27,28,145,141,129,175
gene:Smp_340620,2,3,20,39,40,1151,920,370,22,7,14,10
gene:Smp_340630,22756,27741,3526,32675,13804,49123,32180,17197,39112,40147,42196,45913
gene:Smp_340650,525,532,103,515,371,1089,787,591,385,303,342,364
gene:Smp_340660,175,32,31,121,146,699,499,484,780,771,695,966
gene:Smp_340670,3692,2652,371,4593,1184,6634,4189,2540,2411,2809,2785,3038
gene:Smp_340680,287,222,175,246,524,1047,854,1481,1246,1223,915,1125
gene:Smp_340690,3,2,2,3,16,0,2,12,9,7,26,11
gene:Smp_340700,1754,2098,659,937,2563,2949,2173,4067,3992,3042,2749,3545
gene:Smp_340710,296,466,126,254,433,720,519,956,954,1163,979,1022
gene:Smp_340720,1199,831,492,694,1590,2716,1879,1753,1455,984,1036,1327
gene:Smp_340730,1080,654,362,378,1347,2681,1841,3713,3811,3861,3084,3127
gene:Smp_340740,224,39,179,64,807,300,207,3011,1570,1478,1630,1631
gene:Smp_340750,115,22,49,108,168,218,170,259,132,121,122,109
gene:Smp_340760,8015,17554,2064,6475,7301,11951,8907,7311,12426,10676,10475,11764
gene:Smp_340770,209,492,212,92,845,468,275,2629,738,559,494,557
gene:Smp_340780,71,189,37,8,91,110,78,515,421,565,419,518
gene:Smp_340790,2491,3534,889,1925,3321,4071,2969,7115,7404,6644,5635,6888
